"Lieferadresse_ID_Nr";"Lieferadresse_Name";"Lieferadresse_Strasse";"Lieferadresse_Hausnummer";"Lieferadresse_Land";"Lieferadresse_PLZ";"Lieferadresse_Ort";"Lieferadresse_Telefon";"Lieferadresse_Telefax"
"H00000809";"BSH Hausgeräte AG";"Fahrweidstrasse";"80";"CH";"8954";"Geroldswil";"0848 888 500";"0848 888 501"
"H00000810";"Keller Fahnen AG";"Solothurnstrasse";"65";"CH";"4562";"Biberist";"032 671 11 11";"032 671 11 22"
"H00000811";"Loosli Badmöbel AG";"Gewerbestrasse";"";"CH";"4954";"Wyssachen";"62 957 10 40";"62 957 10 38"
"H00000812";"Bachmann Holz in Form GmbH";"Gewerbezentrum Rotfarb";"";"CH";"8730";"Uznach";"55 280 38 39";"55 280 39 89"
"H00000813";"FormaTeam AG";"Soorpark";"";"CH";"9606";"Bütschwil";"71 982 8272";"71 982 8233"
"H00000814";"Schreinerei Ulrich";"Eggbühlstrasse";"6";"CH";"8050";"Zürich";"43 443 93 93";"43 443 93 94"
"H00000815";"Bauwerk Parkett AG";"Neudorfstrasse";"49";"CH";"9430";"St. Margrethen";"71 747 74 74";"71 747 74 75"
"H00000816";"Hans Eisenring AG Natursteinwerk";"VSP-Gewerbeareal";"";"CH";"8505";"Pfyn";"52 7662766";"52 7662767"
"H00000817";"Kasper AG";"Hermannstrasse";"5a";"CH";"8570";"Weinfelden";"71 626 22 32";"71 626 22 34"
"H00000818";"Erich Elser";"Bischofszellerstrasse";"49b";"CH";"9200";"Gossau";"71 385 18 59";"71 385 06 60"
"H00000819";"Extragent AG";"Bruggerstrasse";"69";"CH";"5400";"Baden";"56 2009010";"56 2228484"
"H00000820";"Ebneter - Autosattlerei Bütschwil";"Industrie Hofacker";"";"CH";"9606";"Bütschwil";"71 983 15 28";"71 983 44 28"
"H00000821";"Polsteratelier Schmid";"Dorfstrasse";"16";"CH";"5405";"Baden";"878 882041";""
"H00000822";"Josef Egger-Müller Bäckerei";"Neckertalstrasse";"3";"CH";"9608";"Ganterschwil";"71 9 83 15 06";"71 9 83 17 56"
"H00000823";"Zimmerli Design";"Dorfstrasse";"5";"CH";"8532";"Warth";"52 747 18 48";"52 747 18 71"
"H00000824";"Gerhard Koch GmbH & Co. KG";"Industriestrasse";"18-22";"DE";"33814";"Leopoldshöhe";"5202 990 0";"5202 990 101"
"H00000825";"Merkur Druck AG";"Bahnhofstrasse";"37";"CH";"4901";"Langenthal";"62 919 15 15";"62 919 15 55"
"H00000826";"Restaurant Grütli";"Bütschwilerstrasse";"15";"CH";"9607";"Mosnang";"71 983 02 06";"71 980 02 44"
"H00000827";"Roca Sanitario SA";"Av. Diagonal";"513";"ES";"08029";"Barcelona";"93 366 12 00";"93 430 20 19"
"H00000828";"GALATEA GmbH";"An der Badewannengiesserei";"1";"DE";"01979";"Lauchhammer";"3574 853 115";"3574 853 111"
"H00000829";"Gemeinde Tobel-Tägerschen";"Hauptstrasse";"22";"CH";"9555";"Tobel";"71 918 70 90";"71 918 70 91"
"H00000830";"Fust Schreinerei und  Möbelhaus";"St. Gallerstrasse";"51";"CH";"9500";"Wil";"71 914 90 00";"71 914 90 40"
"H00000831";"Richter + Frenzel GmbH + Co. KG";"Max Von Laue Strasse";"9";"DE";"86156";"Augsburg";"";""
"H00000832";"Tchibo direct";"";"";"CH";"8021";"Zürich";"848-824422";"844 225582"
"H00000833";"Verlag Matthias Ritthammer GmbH";"";"";"DE";"90019";"Nürnberg";"911 955 78 0";"911 955 78 11"
"H00000834";"Baumann AG";"Hohenemserstrasse";"10";"CH";"9444";"Diepoldsau";"71 7379600";"71 7379601"
"H00000835";"K.V.S. Dilsen N.V";"Rijksweg";"180";"BE";"3650";"Dilsen-Stokkem";"";""
"H00000836";"Filados AG";"Dürrenmattweg";"15";"CH";"4133";"Pratteln";"61 8216306";"61 8216302"
"H00000837";"Keller Döttingen";"St.Johannserstrasse";"2";"CH";"5312";"Döttingen";"56 250 06 06";""
"H00000838";"Widmer AG";"Seetalstrasse";"42";"CH";"5503";"Schafisheim";"62 891 37 03";""
"H00000839";"BFR AG";"Aeussere Baselstrasse";"190";"CH";"4125";"Riehen";"";""
"H00000840";"Schaffhauser Polizei";"Emmersbergstrasse";"1";"CH";"8201";"Schaffhausen";"52 632 81 21";"52 624 27 46"
"H00000841";"SABAG Hägendorf";"Industrie Ost";"7";"CH";"4614";"Hägendorf";"62 209 09 09";""
"H00000842";"Weidhof Familie Roth";"Weid";"";"CH";"9621";"Oberhelfenschwil";"";""
"H00000843";"Brigger Klaus AG";"Spissstrasse";"86";"CH";"3920";"Zermatt";"27 967 49 49";""
"H00000844";"Julen Schreinerei";"Steinmattstrasse";"28";"CH";"3920";"Zermatt";"27 966 28 50";""
"H00000845";"Büchi AG";"Hubstrasse";"78";"CH";"9500";"Wil";"71 914 40 40";"71 914 40 41"
"H00000846";"Natursteinwerk Otto Gmbh";"Südfeld";"3";"DE";"59174";"Kamen";"2307 941 61 13";""
"H00000847";"Wegmüller Maya";"Freihofstrasse";"8";"CH";"9533";"Kirchberg";"71 931 48 78";""
"H00000848";"Schmalz GmbH";"Eigentalstrasse";"1";"CH";"8309";"Nürensdorf";"44 888 75 25";"44 888 75 29"
"H00000849";"Mätzler";"Oberfeldstrasse";"6";"CH";"9442";"Berneck";"71 747 30 30";""
"H00000850";"Bandi Laden & Inneneinrichtungen AG";"Hofacher";"9";"CH";"3298";"Oberwil b. Büren";"32 352 07 30";"32 352 07 40"
"H00000851";"Mod Art Ceramica S.A.";"Place de l'Octroi";"4";"CH";"1227";"Carouge";"22 300 09 43";"22 300 09 44"
"H00000852";"Buerogummi.ch";"General Guisan-Str.";"104";"CH";"4054";"Basel";"";""
"H00000853";"RETECH GmbH";"Montlingerstrasse";"1";"CH";"9463";"Oberriet SG";"";""
"H00000854";"Moser";"Hettlingerstrasse";"6";"CH";"8472";"Seuzach";"52 335 50 07";"52 335 50 08"
"H00000855";"Werder Schreinerei";"Brühlstrasse";"7";"CH";"9545";"Wängi";"52 378 13 51";"52 378 27 78"
"H00000856";"Creatop AG";"Etzelstrasse";"7";"CH";"8730";"Uznach";"55 285 20 30";"55 285 20 39"
"H00000858";"Inter Flux Anstalt";"Industriestrasse";"24";"FL";"9487";"Bendern";"370 27 30";"370 27 32"
"H00000859";"Avesco AG";"Hasenmattstrasse";"2";"CH";"4901";"Langenthal";"62 915 80 80";"62 915 81 34"
"H00000860";"AFS AG";"Suhrhardweg";"18";"CH";"5102";"Rupperswil";"62 889 20 00";"62 889 20 09"
"H00000861";"DHL Express (Switzerland) LTD.";"Zona Industriale";"3";"CH";"6802";"Rivera";"91 696 11 36";"91 696 11 42"
"H00000862";"Martin Gehrig";"Grundstrasse";"6";"CH";"9608";"Ganterschwil";"71 983 28 66";"71 983 41 39"
"H00000863";"Staatskanzlei des Kantons St. Galle";"Regierungsgebäude";"";"CH";"9001";"St. Gallen";"71 229 32 60";"71 229 39 55"
"H00000864";"Sanitas Troesch AG";"Kagenhofweg";"4-6";"CH";"6153";"Rinach";"";""
"H00000865";"GEMI Schreinerei";"Mariahaldenstrasse";"1";"CH";"8703";"Erlenbach";"449153168";"449153783"
"H00000866";"ELIBAG Elgger Innenausbau AG";"Obermühle";"";"CH";"8353";"Elgg ZH";"523686161";"523643383"
"H00000867";"Clavadetscher Schreinerei AG";"";"";"CH";"9053";"Teufen";"71 222 69 32";"71 223 69 68"
"H00000868";"Technische Unie B V";"Bedrijfsweg 12";"Deur4 t/m7";"NL";"2404";"CB Alphen A/D Rijn";"";""
"H00000869";"Matthias Coradi";"Alte Horgenbachstrasse";"4";"CH";"8548";"Ellikon";"";""
"H00000870";"Pramol-Chemie AG";"Industriestrasse";"3";"CH";"9602";"Bazenheid";"071 931 70 30";"071 931 44 54"
"H00000871";"Sacin AG";"Pestalozzistrasse";"6";"CH";"9001";"St. Gallen";"071 229 5888";"071 229 5889"
"H00000872";"Hugger GmbH";"In Rohräcker";"5";"DE";"78554";"Aldingen";"7424 97920";"7424 979292"
"H00000873";"Strasser AG Thun";"Bieriguetstrasse";"18";"CH";"3608";"Thun";"";"33 334 24 29"
"H00000874";"Troi GmbH";"Pumpwerkstrasse";"41";"CH";"8105";"Zürich";"";"44 870 05 79"
"H00000875";"Salo v.o.f";"Toermalijnstraat";"6";"NL";"1812 RL";"Alkmaar";"";""
"H00000876";"Pillipp Haustechnik GmbH";"Mühlgasse";"1";"DE";"91096";"Möhrendorf";"9133 76 98 90";"9133 76 98 918"
"H00000877";"Dipl. Ing. Fust SA";"ch. du Marais";"8";"CH";"1032";"Romanel-sur-Lausanne";"21 643 09 90";"21 643 09 98"
"H00000878";"Bergmann & Franz Nchf. GmbH & Co.KG";"Lützowstrasse";"74-76";"DE";"10785";"Berlin";"30 26 08 0";"30 26 08 99"
"H00000879";"Mettler-Toledo (Schweiz) GmbH";"Im Langacher";"";"CH";"8606";"Greifensee";"44 944 45 45";"44 944 45 10"
"H00000880";"Dr. Rödl Stuttgart GmbH";"Industriestrasse";"3";"DE";"70565";"Stuttgart";"711 78 19 14-0";"711 78 19 14-50"
"H00000881";"BK Elektro Service";"";"";"DE";"91065";"Herzogenaurach";"9132 4929";"9132 2926"
"H00000882";"ASSI Stiftung";"";"";"CH";"6034";"Inwil";"41 448 46 34";""
"H00000883";"Schneeberger Denis";"Av. des Morgines";"22";"CH";"1213";"Petit-Lancy";"022 792 82 33";"022 792 80 05"
"H00000884";"Fust AG";"";"";"CH";"9245";"Oberbüren";"71 955 50 50";"71 955 55 00"
"H00000885";"Richter + Frenzel GmbH + Co. KG";"Gewerbepark Chammünster Nord";"5";"DE";"93413";"Cham";"9971 761010";"9971 761012"
"H00000886";"A. Jaquier";"Ch.  du Lavasson";"";"CH";"1196";"Gland";"";""
"H00000887";"LIMA Behandlungsliegen & Praxisbeda";"Berninastrasse";"11";"CH";"8057";"Zürich";"44 312 26 07";"44 312 27 20"
"H00000888";"Musicum";"Sirnacherstrasse";"6";"CH";"9500";"Wil";"71 911 83 83";"71 911 83 84"
"H00000889";"Stöckli Metall AG";"Zaunweg";"17";"CH";"8754";"Netstal";"55 645 55 15";"55 645  55 25"
"H00000890";"Netcloud AG";"Schlachthofstrasse";"19";"CH";"8406";"Winterthur";"800 843 638";"800 843 329"
"H00000891";"MAWERA AG";"Neugrütstrasse";"3";"CH";"9430";"St. Margrethen";"71 744 15 50";"71 744 15 50"
"H00000892";"BACHER Verlag GmbH";"Gottlieb-Daimlerstrasse";"32";"DE";"72172";"Sulz-Kastell";"7454 99 66-0";"7454 99 66-555"
"H00000893";"SM Moser";"Breitenbachstrasse";"45b";"CH";"4227";"Büsserach";"";"061 783 05 85"
"H00000894";"Pfeiffer&May Offenburg KG";"Carl Zeiss Strasse";"11";"DE";"77656";"Offenburg";"781 501 280";"781 501 209"
"H00000895";"Leib Alexander";"Rambaldistrasse";"20";"DE";"81929";"München";"89 90 95 59 02";"89 90 95 59 03"
"H00000896";"Gemeinde Wittenbach";"Postfach";"";"CH";"9303";"Wittenbach";"71 292 21 22";"71 292 21 28"
"H00000897";"Max Hauri AG";"Weidstrasse";"16";"CH";"9220";"Bischofszell";"71 424 25 25";"71 424 25 90"
"H00000898";"imagolux GmbH & Co.KG";"Siemensstrasse";"3";"DE";"90766";"Fürth";"911 9974 296";"911 9974 450"
"H00000899";"Van Marcke Logistics N.V.";"Engelse Wandeling 13-Poort40";"";"BE";"8500";"Kortrijk";"";""
"H00000900";"Walter Rüegg";"Wattwilerstrasse";"33";"CH";"8726";"Ricken";"55 284 15 35";"55 284 15 31"
"H00000901";"Thomas Tschuor";"Bellavarda";"";"CH";"7135";"Obersaxen";"81 933 12 60";"81 933 21 02"
"H00000902";"Bächler-Sidler AG";"Sagenmattstrasse";"7";"CH";"6003";"Luzern";"41 248 41 41";"41 248 41 01"
"H00000903";"Sculptura";"Heiligkreuzstrasse";"7";"CH";"9008";"St.Gallen";"71 244 10 01";"71 244 10 02"
"H00000905";"Bucher Karl AG";"Sonneggstrasse";"19a";"CH";"6410";"Goldau";"";"041 855 17 20"
"H00000906";"Infographics AG";"Pumpwerkstrasses";"40";"CH";"8105";"Regensdorf";"44 870 99 00";"44 870 99 09"
"H00000907";"Möckli Kunstharzbeläge GmbH";"Industriestrasse";"3";"CH";"8855";"Wangen";"55 420 41 61";"55 420 41 63"
"H00000908";"Blumer Schreinerei AG";"Mooshalde";"14";"CH";"9104";"Waldstatt";"";"071 353 04 05"
"H00000909";"Richter + Frenzel GmbH + Co. KG";"Elly Beinhorn Strasse";"4";"DE";"65760";"Eschborn";"61969983732";"61969983730"
"H00000910";"Mani Anton";"Veia da Mulegn";"";"CH";"7440";"Andeer";"81 661 19 10";"81 661 21 47"
"H00000911";"Stump's Alpenrose AG";"am Schwendisee";"";"CH";"9658";"Wildhaus";"71 998 52 52";"71 998 52 53"
"H00000912";"Sepp Holenstein Reisen AG";"Neugasse";"30";"CH";"9602";"Bazenheid";"71 931 21 44";"71 931 49 44"
"H00000913";"Jörimann Toni";"Weststrasse";"8";"CH";"7000";"Chur";"";"081 252 33 55"
"H00000914";"CRB Schweizerische Zentralstette";"Steinstrasse";"21";"CH";"8036";"Zürich";"44 456 45 45";"44 456 45 66"
"H00000915";"Kleger Markus";"Wilerstrasse";"15";"CH";"9230";"Flawil";"71 393 55 65";"71 393 55 82"
"H00000916";"Abitare";"Reichsgasse";"71";"CH";"7000";"Chur";"";"081 252 68 43"
"H00000917";"Berthold Mario";"Töpfermarkt";"9";"DE";"99189";"Hassleben";"362 01 50 309";"362 01 59 875"
"H00000918";"W. Pfister Erben AG";"Stationsstrasse";"9";"CH";"8487";"Zell";"";""
"H00000919";"Tixi Verein Toggenburg";"";"";"CH";"9630";"Wattwil";"71 988 60 30";""
"H00000920";"Rutschi AG";"Thurgauerstrasse 72";"";"CH";"8050";"Zürich";"44 308 42 00";"44 308 42 01"
"H00000921";"Jürg Kühni";"Sägestrasse";"26";"CH";"3550";"Langnau";"34 402 11 14";"34 402 10 78"
"H00000922";"Wenger Schreinerei+Innenausbau AG";"Lehnweg";"7";"CH";"3800";"Unterseen";"33 826 10 70";"33 826 10 71"
"H00000923";"Jost J.F. & Co.";"Steinwiesenstrasse";"3";"CH";"8952";"Schlieren";"44 755 53 53";"44 731 00 66"
"H00000924";"Wiesmann Küchen";"Dufourstrasse";"93";"CH";"8008";"Zürich";"";"044 383 46 40"
"H00000925";"Kuoni Reisen AG";"Favrestrasse";"6";"CH";"8409";"St. Gallen";"71 282 46 76";"71 282 46 79"
"H00000926";"A & S Flowers";"Calunastrasse";"2";"CH";"7000";"Chur";"81 356 64 94";""
"H00000927";"Conrad Electronic AG";"Roosstrasse";"53";"CH";"8832";"Wollerau";"848 80 12 80";"848 80 12 81"
"H00000928";"Zentrum für berufliche Weiterbildun";"Gaiserwaldstrasse";"6";"CH";"9015";"St. Gallen";"71 313 40 40";"71313 40 00"
"H00000929";"Schuler Daniel";"Gaiserau";"56";"CH";"9056";"Gais";"71 793 15 10";"71 793 16 70"
"H00000930";"Duravit Italia S.r.l.";"Via Faentina";"207/F";"IT";"48100";"Ravenna (RA)";"054 450 97 11";"054 450 97 43"
"H00000931";"Form + Wohnen";"Rathausgasse";"24";"CH";"5400";"Baden";"56 200 93 00";"56 200 93 01"
"H00000932";"Senn Dominik";"Romanshornerstrasse";"12";"CH";"9302";"Kronbühl";"71 290 07 77";"71290 07 79"
"H00000933";"Voellmy + Co.";"Im Surinam";"73";"CH";"4058";"Basel";"61 685 90 80";"61 685 90 61"
"H00000935";"Lamprecht Transport AG";"Postfach";"";"CH";"8423";"Embrach-Embraport";"44 866 21 11";"44 866 21 12"
"H00000936";"Ulrich & Beuggert GmbH";"Unterdorf";"12";"CH";"8476";"Unterstammheim";"";"52 745 21 11"
"H00000937";"Abu Bernet ag";"Zürcherstrasse";"68";"CH";"8738";"Uznach";"";"55 280 46 32"
"H00000938";"Zumtobel Licht AG";"Thurgauerstrasse";"39";"CH";"8050";"Zürich";"44 305 35 35";"44 305 35 36"
"H00000939";"St.Peter Apotheke";"Untere Bahnhofstrasse";"16";"CH";"9500";"Wil";"71 914 80 80";"71 914 80 81"
"H00000940";"Orell Füssli Buchhandlungs AG";"Dietzingerstrasse";"3";"CH";"8036";"Zürich";"848 849 848";"11 455 56 20"
"H00000941";"TUI ReiseCenter";"Poststrasse";"20";"CH";"9630";"Wattwil";"71 988 56 56";"71988 11 85"
"H00000942";"Bürge + Egli Bodenbeläge AG";"Letziwiesstrasse";"5";"CH";"9604";"Lütisburg";"71 930 00 90";"71 930 00 89"
"H00000943";"Rechsteiner AG";"Gaiserstrasse";"153";"CH";"9050";"Appenzell";"";"71 787 51 91"
"H00000944";"Kühni Jürg";"Sägestrasse";"26";"CH";"3550";"Langnau";"34 402 11 14";"34 402 10 78"
"H00000945";"Birkner Claus GmbH";"Rotländerweg";"13";"DE";"59846";"Sundern-Stockum";"2933 5071-72";"2933 7400"
"H00000946";"Gamma AG";"St.Gallerstrasse";"45";"CH";"9500";"Wil";"71 914 88 88";"71 914 88 99"
"H00000947";"Dorfschreinerei Flawil GMBH";"Schweissbrunnstrassse";"12";"CH";"9230";"Flawil";"";"71 393 85 93"
"H00000948";"Bernhardsgrütter Elektro AG";"Postfach";"";"CH";"9303";"Wittenbach";"71 290 06 90";"71 290 06 91"
"H00000949";"Butschies Hotel";"Siemensstrasse";"28";"DE";"31180";"Giesen / Ahrbergen";"50 66 90 04 40";"50 66 90 04 41"
"H00000950";"Amt für Umwelt und Energie";"Lämmlisbrunnenstrasse";"54";"CH";"9001";"St.Gallen";"71 229 30 88";"71 229 39 64"
"H00000951";"Element Küchen";"Bahnhöheweg";"82";"CH";"3018";"Bern";"";""
"H00000952";"Schneider H. Handels AG";"Musterplatzstrasse";"3";"CH";"9442";"Berneck";"71 747 00 50";"71 747 00 51"
"H00000953";"Jakob Alfred";"Kriemhildenstrasse";"5a";"DE";"64658";"Fürth";"6253 93018";"6253 930128"
"H00000954";"PSA Finance Suisse S.A.";"Untere Zollgasse";"28";"CH";"3072";"Ostermundigen";"031 931 56 34";""
"H00000955";"Liberty Mutual Insurance Europe Lim";"Bodmerstrasse";"5";"CH";"8002";"Zürich";"044 285 10 00";"044 285 10 09"
"H00000956";"Kulhavy & Co. S.V. dipl. Ing";"Kornhausstrasse";"3";"CH";"9001";"St.Gallen";"71 222 35 39";"71 222 34 80"
"H00000957";"Riepe GmbH & Co. KG";"Theodor-Rosenbaum-Strasse";"28-30";"DE";"32257";"Bünde";"5223-60990/6133";"4112-63959"
"H00000958";"Solenthaler Werner AG";"Ruderbach";"92";"CH";"9430";"St.Margrethen";"71 888 34 83";"71 888 34 92"
"H00000959";"TECE GmbH & Co. KG";"Hollenfeldstrasse";"57";"DE";"48282";"Emsdetten";"2572 928 178";"2572 928 207"
"H00000960";"Ehrensperger Maria";"Toggenburgerstrasse";"35";"CH";"9532";"Rickenbach";"71 923 80 40";"71 923 80 40"
"H00000961";"Gabathuler Beat";"Ebnaterstrasse";"23";"CH";"9630";"Wattwil";"";"71 988 64 93"
"H00000962";"Steiner Küchen AG";"Hauptstrasse";"35";"CH";"9436";"Balgach";"";"71 72225 93"
"H00000963";"Goldinger AG";"Industriestrasse";"30";"CH";"9302";"Kronbühl- Wittenbach";"71 298 00 39";"71 298 00 48"
"H00000964";"Grau SA";"La Russie";"10";"CH";"2525";"Le Landeron";"";"32 751 56 28"
"H00000965";"Richter + Frenzel GmbH + Co. KG";"Moosmangstrasse";"19";"DE";"87600";"Kaufbeuren";"83 41 90 11 20";"83 41 90 11 19"
"H00000966";"Richter + Frenzel Gmbh + Co. KG";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"261 282 13";"261 282 73"
"H00000967";"Fuchs E. AG";"Kieswerkstrasse";"4";"CH";"8355";"Aadorf";"52 368 03 03";"52 368 03 04"
"H00000968";"Wernli + Partner AG";"Einschlagweg";"32";"CH";"4632";"Trimbach";"62 293 20 23";"62 293 20 24"
"H00000969";"Hofstetter AG";"Vogesenstrasse";"551";"CH";"4013";"Basel";"";"61 386 95 56"
"H00000970";"Richter + Frenzel Gmbh + Co.KG";"Justus von Liebig Strasse";"31";"DE";"53121";"Bonn";"228 961072 31";"228 961072 40"
"H00000971";"Richter + Frenzel West Gmbh + Co.KG";"Paul-Esch-Strasse";"55";"DE";"47053";"Duisburg-Hochfeld";"203 60002 0";"203 60002 20"
"H00000972";"Richter + Frenzel West Gmbh + Co.KG";"Am Gut Wolf";"19 - 21";"DE";"52070";"Aachen";"241 1826 0";"241 1826 130"
"H00000973";"Wyrsch Alexander";"Mühlegasse";"5";"CH";"8152";"Opfikon";"44 810 72 21";""
"H00000974";"Livit AG";"Kauffmannweg";"4";"CH";"6003";"Luzern";"41 226 03 33";"41 226 03 34"
"H00000975";"Taxi Herold AG";"Poststrasse";"11";"CH";"9000";"St.Gallen";"71 222 27 77";"71 222 81 56"
"H00000976";"Richter + Frenzel West Gmbh + Co.KG";"Zuckerbergstrasse";"31";"DE";"54290";"Trier";"6514366519";"6514366692"
"H00000977";"Müller Peter";"Hauptstrasse";"102";"CH";"5733";"Leimbach";"62 772 42 42";"62 772 42 43"
"H00000978";"Richter + Frenzel West Gmbh + Co.KG";"Körnerstrasse";"84 + 84a";"DE";"58095";"Hagen";"233191640";"2331916427"
"H00000979";"Neukomm Installationen AG";"Bahnhofstrasse";"5";"CH";"8197";"Rafz";"448791414";"448791415"
"H00000980";"PrintOne AG";"Heiligkreuzstrasse";"2";"CH";"9008";"St.Gallen";"71 243 27 37";"71 243 27 31"
"H00000981";"Provo-Kant";"Ausserdorf";"270";"CH";"5705";"Hallwil";"62 777 44 33";"62 777 44 31"
"H00000982";"Naef Albert";"Bütschwilerstrasse";"2";"CH";"9607";"Mosnang";"71 983 15 04";"983 53 04"
"H00000983";"Rothmund AG";"Lütisweesstrasse";"1151";"CH";"9062";"Lustmühle";"";"71 333 18 52"
"H00000984";"Showroom De Ruyter";"Jan Kriegestraat";"10";"NL";"3443";"TJ Woerden";"";""
"H00000985";"Lista Office Vertriebs AG";"Zürcherstrasse";"";"CH";"9015";"St.Gallen-Winkeln";"71 387 48 74";"71387 48 75"
"H00000986";"Schwitter Schreinerei AG";"St. Gallerstrasse";"44";"CH";"9032";"Engelburg";"71 278 12 36";"71 278 47 94"
"H00000987";"Schwitter Schreinerei";"Erlenholzstrasse";"";"CH";"";"Wittenbach";"";"71 298 26 38"
"H00000988";"Habis Technik AG";"Waldau";"1";"CH";"9230";"Flawil";"71 394 62 88";"71 394 62 89"
"H00000989";"Richter + Frenzel  Gmbh + Co.KG";"Carl Bosch Str.";"1-5";"DE";"45699";"Herten";"23 25637731";"23 669350219"
"H00000990";"EGE-Sport";"Wilerstrasse";"36";"CH";"9230";"Flawil";"71 393 30 25";"71 393 31 06"
"H00000991";"Pichler Velos-Motos";"Romanshornerstrasse";"93";"CH";"9303";"Wittenbach";"71 298 30 03";"71 290 03 08"
"H00000992";"Roli's Wythek AG";"Bahnhofstrasse";"25";"CH";"9606";"Bütschwil";"71 983 454 83";"71 983 44 67"
"H00000993";"Richter + Frenzel GmbH + Co. KG";"Industriestrasse";"18 - 20";"DE";"56218";"Mülheim-Kärlich";"261 2820";"261 28240"
"H00000994";"Richter + Frenzel GmbH + Co. KG";"Siemensstrasse";"6";"DE";"65779";"Kelkheim";"6195 6080";"6195 608100"
"H00000995";"Bischoff Erwin AG";"Zentrum Stelz";"";"CH";"9501";"Wil";"71 929 59 19";"71 929 59 18"
"H00000996";"Vossen GmbH & Co. KG";"Schlossallee";"7-9";"DE";"33442";"Herzebrock / Möhler";"5245 8713-0";"5245 8713-30"
"H00000997";"Richter + Frenzel GmbH + Co. KG";"Feldhauserstrasse";"91";"DE";"45894";"Gelsenkirchen-Buer";"209318120";"2093181222"
"H00000998";"Oscar Caduff";"Untertor";"";"CH";"7133";"Obersaxen Affeier";"819331525";""
"H00000999";"Scherrer Adrian AG";"Oberdorfstrasse";"6";"CH";"9606";"Bütschwil";"";"983 32 32"
"H00001000";"Oertli Service AG";"Bahnstrasse";"24";"CH";"8603";"Schwerzenbach";"44 806 44 88";""
"H00001001";"Sidler Metallwaren AG";"Hofstrasse";"3";"CH";"8590";"Romanshorn";"71 466 90 10";"71 466 90 11"
"H00001002";"Eurojob Ost AG";"Zürcherstrasse";"2";"CH";"9500";"Wil";"71 913 80 80";"71 913 80 81"
"H00001003";"Scheffknecht Transport AG";"Hechtackerstrasse";"12";"CH";"9014";"St.Gallen";"71 272 29 10";"71272 29 11"
"H00001004";"Hettrich Arnulf";"Zeppelinstrasse";"7";"DE";"70193";"Stuttgart";"711 29 12 60";"711 29 12 60"
"H00001005";"Richter + Frenzel GmbH + Co.KG";"Grabenstrasse";"26";"DE";"59759";"Arnsberg";"29329380";"2932938115"
"H00001006";"Beyer-Dähnert";"Herzberg Strasse";"1";"DE";"04319";"Leipzig";"341 688 13 26";"341 251 92 44"
"H00001007";"Waldkinder St.Gallen";"Postfach";"";"CH";"9004";"St.Gallen";"71 222 50 11";"71 223 29 45"
"H00001008";"Thaler Raumgestaltung";"Wilerstrasse";"24";"CH";"9602";"Bazenheid";"71 931 15 40";"71 931 15 54"
"H00001009";"Schneider-Scherrer AG";"Wilerstrasse";"33";"CH";"9602";"Bazenheid";"71 932 10 32";"71 932 10 33"
"H00001010";"Kaderschule KS";"Lindenstrasse";"139";"CH";"9016";"St.Gallen";"71 282 43 43";"71 282 43 44"
"H00001011";"Richter + Frenzel GmbH + Co.KG";"Friedrichstrasse";"5";"DE";"52351";"Düren";"24212769830";"24212769840"
"H00001012";"SURY AG";"Bernstrasse";"124";"CH";"3052";"Zollikofen";"31 911 19 22";"31 911 21 13"
"H00001013";"Wilhelm Koch GmbH + Co. KG";"Sprickmannstrasse";"77 - 87";"DE";"48431";"Rheine";"597191713";"59719171470"
"H00001014";"Glas Trösch AG Swissdurex";"Wehrstrasse";"10";"CH";"9015";"St. Gallen";"71 313 46 40";"71 313 46 36"
"H00001015";"Walz Optik AG";"Unterer Graben";"1";"CH";"9000";"St.Gallen";"71 222 63 01";"71 222 28 56"
"H00001016";"Kopex B.B. Apeldoorn";"Spadelaan";"3";"NL";"7331";"AK Apeldoorn";"";""
"H00001017";"Schnider AG";"Breitschachenstrasse";"57";"CH";"9032";"Engelburg";"71 278 15 15";"71278 69 66"
"H00001018";"Maestrani AG";"Toggenburgerstrasse";"41";"CH";"9230";"Flawil";"71 228 38 11";"71 228 38 00"
"H00001019";"Neufeld Günter GmbH";"Bergstrasse";"11";"DE";"85406";"Palzing";"81 67 787";"8167 8813"
"H00001020";"Wirtschaft zur alten Post";"Gallusstrasse";"4";"CH";"9000";"St.Gallen";"71 222 66 01";"71 222 66 94"
