"ZollPosition_Nr";"ZollPosition_Bezeichnung";"VK-Auftrag";"VK";"VK-Position";"Lieferadresse";"KundeName";"Warenempfänger";"Land";"Handelspartner_Land";"Handelspartner_Adress_Nr";"Handelspartner_Name";"Handelspartener_Name_Zusatz";"Handelspartner_Strasse";"Handelspartner_Strasse_Nr";"Handelspartner_PLZ";"Handelspartner_Ort";"EORI_Nr";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"MengeTotal";"Währung";"MwSt"
"9403.6000";"Holzmöbel";"300012256";"300012256-10";10;"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel";"Richter + Frenzel Kassel";"H00000356";"DE";"DE ";"H00000356";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kassel          ";"Gobietstr.";"5";"34123     ";"Kassel                        ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;336.16;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012257";"300012257-10";10;"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel";"Richter + Frenzel Kassel";"H00000356";"DE";"DE ";"H00000356";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kassel          ";"Gobietstr.";"5";"34123     ";"Kassel                        ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;31.00;31.00;462.34;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012257";"300012257-11";11;"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel";"Richter + Frenzel Kassel";"H00000356";"DE";"DE ";"H00000356";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kassel          ";"Gobietstr.";"5";"34123     ";"Kassel                        ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;336.16;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012257";"300012257-12";12;"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel";"Richter + Frenzel Kassel";"H00000356";"DE";"DE ";"H00000356";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kassel          ";"Gobietstr.";"5";"34123     ";"Kassel                        ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;29.00;29.00;501.89;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012258";"300012258-10";10;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;21.50;21.50;347.46;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012259";"300012259-10";10;"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"H00000351";"DE";"DE ";"H00000351";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Passau          ";"Emil-Richter-Str.";"1";"94036     ";"Passau                        ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;35.50;35.50;377.59;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012259";"300012259-11";11;"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"H00000351";"DE";"DE ";"H00000351";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Passau          ";"Emil-Richter-Str.";"1";"94036     ";"Passau                        ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;26.00;26.00;264.60;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012259";"300012259-12";12;"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"H00000351";"DE";"DE ";"H00000351";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Passau          ";"Emil-Richter-Str.";"1";"94036     ";"Passau                        ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;30.00;30.00;305.56;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012259";"300012259-20";20;"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"H00000351";"DE";"DE ";"H00000351";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Passau          ";"Emil-Richter-Str.";"1";"94036     ";"Passau                        ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;34.00;34.00;607.82;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012260";"300012260-10";10;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012261";"300012261-10";10;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;24.00;24.00;483.52;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012261";"300012261-11";11;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;40.00;40.00;449.63;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012262";"300012262-10";10;"Richter + Frenzel GmbH + Co.KG, Hechtsheimer Strasse 2, DE-55131 Mainz";"Richter + Frenzel Mainz";"H00000370";"DE";"DE ";"H00000370";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Mainz           ";"Hechtsheimer Strasse";"2";"55131     ";"Mainz                         ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012262";"300012262-11";11;"Richter + Frenzel GmbH + Co.KG, Hechtsheimer Strasse 2, DE-55131 Mainz";"Richter + Frenzel Mainz";"H00000370";"DE";"DE ";"H00000370";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Mainz           ";"Hechtsheimer Strasse";"2";"55131     ";"Mainz                         ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012263";"300012263-10";10;"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"H00000236";"DE";"DE ";"H00000236";"Richter + Frenzel GmbH + Co. KG    ";"Niederlassung Würzburg        ";"Leitenäckerweg";"6";"97084     ";"Würzburg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;24.00;24.00;385.60;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012263";"300012263-11";11;"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"H00000236";"DE";"DE ";"H00000236";"Richter + Frenzel GmbH + Co. KG    ";"Niederlassung Würzburg        ";"Leitenäckerweg";"6";"97084     ";"Würzburg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;30.00;30.00;379.95;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012264";"300012264-10";10;"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg";"Richter + Frenzel Aschaffenburg";"H00000360";"DE";"DE ";"H00000360";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Aschaffenburg   ";"Benzstrasse";"1";"63741     ";"Aschaffenburg                 ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;21.00;21.00;375.71;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012264";"300012264-11";11;"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg";"Richter + Frenzel Aschaffenburg";"H00000360";"DE";"DE ";"H00000360";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Aschaffenburg   ";"Benzstrasse";"1";"63741     ";"Aschaffenburg                 ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;19.00;19.00;407.72;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012265";"300012265-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;24.00;48.00;630.89;2.00;"Euro";19
"9403.6000";"Holzmöbel";"300012266";"300012266-10";10;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;21.00;21.00;375.71;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012266";"300012266-11";11;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;19.00;19.00;407.72;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012267";"300012267-10";10;"Richter + Frenzel GmbH + CO. KG, Weiherstrasse 3, DE-95448 Bayreuth";"Richter + Frenzel Bayreuth";"H00000336";"DE";"DE ";"H00000336";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bayreuth        ";"Weiherstrasse";"3";"95448     ";"Bayreuth                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012267";"300012267-11";11;"Richter + Frenzel GmbH + CO. KG, Weiherstrasse 3, DE-95448 Bayreuth";"Richter + Frenzel Bayreuth";"H00000336";"DE";"DE ";"H00000336";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bayreuth        ";"Weiherstrasse";"3";"95448     ";"Bayreuth                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;24.00;24.00;414.79;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012268";"300012268-10";10;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;20.00;20.00;366.29;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012268";"300012268-11";11;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;14.00;14.00;349.34;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012269";"300012269-10";10;"Richter + Frenzel GmbH + CO. KG, Eriagstr. 11, DE-85053 Ingolstadt";"Richter + Frenzel Ingolstadt";"H00000348";"DE";"DE ";"H00000348";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Ingolstadt      ";"Eriagstr.";"11";"85053     ";"Ingolstadt                    ";"DE-4949692               ";08.09.2011 00:00:00;14.09.2011 00:00:00;0.00;0.00;11.77;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012269";"300012269-10";10;"Richter + Frenzel GmbH + CO. KG, Eriagstr. 11, DE-85053 Ingolstadt";"Richter + Frenzel Ingolstadt";"H00000348";"DE";"DE ";"H00000348";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Ingolstadt      ";"Eriagstr.";"11";"85053     ";"Ingolstadt                    ";"DE-4949692               ";08.09.2011 00:00:00;14.09.2011 00:00:00;0.00;0.00;11.77;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012269";"300012269-20";20;"Richter + Frenzel GmbH + CO. KG, Eriagstr. 11, DE-85053 Ingolstadt";"Richter + Frenzel Ingolstadt";"H00000348";"DE";"DE ";"H00000348";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Ingolstadt      ";"Eriagstr.";"11";"85053     ";"Ingolstadt                    ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;70.00;70.00;750.48;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012269";"300012269-30";30;"Richter + Frenzel GmbH + CO. KG, Eriagstr. 11, DE-85053 Ingolstadt";"Richter + Frenzel Ingolstadt";"H00000348";"DE";"DE ";"H00000348";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Ingolstadt      ";"Eriagstr.";"11";"85053     ";"Ingolstadt                    ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;24.00;24.00;414.79;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012271";"300012271-10";10;"Berthold Mario, Töpfermarkt 9, DE-99189 Hassleben";"Richter + Frenzel Bamberg";"H00000917";"DE";;;;;;;;;;08.09.2011 00:00:00;08.09.2011 00:00:00;70.00;70.00;0.00;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012272";"300012272-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;18.50;18.50;273.54;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012272";"300012272-20";20;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012273";"300012273-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012274";"300012274-10";10;"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn";"Richter + Frenzel Büttelborn";"H00000363";"DE";"DE ";"H00000363";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Büttelborn      ";"Hessenring";"25";"64572     ";"Büttelborn                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;28.00;28.00;414.79;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012274";"300012274-11";11;"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn";"Richter + Frenzel Büttelborn";"H00000363";"DE";"DE ";"H00000363";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Büttelborn      ";"Hessenring";"25";"64572     ";"Büttelborn                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;29.00;29.00;501.89;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012275";"300012275-10";10;"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich";"Richter + Frenzel Kerpen-Türnich";"H00000966";"DE";"DE ";"H00000966";"Richter + Frenzel Gmbh + Co. KG    ";"Niederlassung Kerpen- Türnich ";"Heisenbergstrasse";"40";"50169     ";"Kerpen- Türnich               ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;22.00;22.00;331.45;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012276";"300012276-10";10;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012276";"300012276-11";11;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;29.00;29.00;448.68;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012277";"300012277-10";10;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012277";"300012277-11";11;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012278";"300012278-10";10;"Richter + Frenzel GmbH + CO. KG, Weiherstrasse 3, DE-95448 Bayreuth";"Richter + Frenzel Bayreuth";"H00000336";"DE";"DE ";"H00000336";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bayreuth        ";"Weiherstrasse";"3";"95448     ";"Bayreuth                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;31.00;31.00;462.34;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012278";"300012278-11";11;"Richter + Frenzel GmbH + CO. KG, Weiherstrasse 3, DE-95448 Bayreuth";"Richter + Frenzel Bayreuth";"H00000336";"DE";"DE ";"H00000336";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bayreuth        ";"Weiherstrasse";"3";"95448     ";"Bayreuth                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;336.16;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012279";"300012279-10";10;"Richter + Frenzel GmbH + CO. KG, Industriestr. 18 a, DE-84030 Landshut-Ergolding";"Richter + Frenzel Landshut-Ergoldin";"H00000342";"DE";"DE ";"H00000342";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Landshut-Ergoldi";"Industriestr.";"18 a";"84030     ";"Landshut-Ergolding            ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012280";"300012280-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012280";"300012280-11";11;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012281";"300012281-10";10;"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten";"Richter + Frenzel Kempten";"H00000357";"DE";"DE ";"H00000357";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kempten         ";"Bleicherstr.";"36";"87437     ";"Kempten                       ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;30.50;30.50;362.53;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012281";"300012281-20";20;"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten";"Richter + Frenzel Kempten";"H00000357";"DE";"DE ";"H00000357";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kempten         ";"Bleicherstr.";"36";"87437     ";"Kempten                       ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;32.00;32.00;475.52;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012281";"300012281-30";30;"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten";"Richter + Frenzel Kempten";"H00000357";"DE";"DE ";"H00000357";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kempten         ";"Bleicherstr.";"36";"87437     ";"Kempten                       ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;30.00;30.00;305.56;1.00;"Euro";19
